name ra  dec
S2352 290.83227 36.36308 24.3
S2353 291.40558 37.47981 25.5
S2354 289.84518 38.23305 34.0
S2355 0.06633 24.35323 26.4
S2356 63.51454 6.19832 26.5
S2357 64.03267 6.58036 26.5
S2358 65.15346 7.06796 30.4
S2359 341.3808 31.64534 15.6
S2360 341.73337 32.06057 12.3
S2361 343.1098 31.10191 8.0
S2362 341.19232 30.77414 9.0
S2363 64.12847 7.45701 5.1
S2364 332.86432 5.65693 52.8
S2365 0.13459 -5.47525 15.5
S2366 0.9372 -5.61667 18.3
S2367 0.83424 -4.06124 23.1
S2368 1.66812 -4.77132 13.0
S2369 0.06786 -4.79369 19.7
S2370 1.44227 -4.36361 9.7
S2371 342.91147 31.59495 36.7
S2372 334.12985 6.83319 6.5
S2373 333.12869 6.3751 19.5
S2374 332.05521 7.05681 20.9
S2375 332.3725 7.05565 7.2
S2376 332.2887 7.52226 9.7
S2377 333.45605 7.53244 21.0
S2378 332.54379 5.96459 11.2
S2379 332.6684 6.45094 22.4
S2380 18.04123 15.3517 4.5
S2381 359.50937 28.58633 8.9
S2382 359.6012 28.14779 4.9
S2383 18.03156 15.96887 22.0
S2384 322.66659 0.39928 30.4
S2385 356.98123 -9.2744 14.8
S2386 0.84648 25.44197 17.5
S2387 323.75247 0.19337 26.8
S2388 356.23108 -10.93181 11.5
S2389 356.17956 -8.65024 9.9
S2390 2.62482 24.53309 5.1
S2391 0.71238 25.86441 5.0
S2392 356.7085 -10.80215 19.8
S2393 1.06872 24.9111 8.1
S2394 0.53551 25.20171 23.6
S2395 1.41991 25.22638 13.7
S2396 347.48849 21.8254 16.8
S2397 347.63672 22.30298 8.6
S2398 347.3992 21.37773 14.2
S2399 346.43533 23.12756 22.6
S2400 347.6304 21.57787 22.0
S2401 347.08255 21.27792 14.1
S2402 347.29144 20.9946 8.4
S2403 346.85794 21.08308 7.4
S2404 348.27862 21.89933 11.2
S2405 347.70602 21.57511 15.1
S2406 347.49057 23.40632 7.1
S2407 240.8128 6.17449 23.0
S2408 241.17799 6.13955 27.0
S2409 242.69131 6.05921 32.6
S2410 240.99077 4.42588 43.9
S2411 291.77853 38.24765 4.3
S2412 288.88739 37.24442 5.8
S2413 289.41556 37.05679 9.6
S2414 290.25561 36.76113 18.0
S2415 289.83224 36.87472 15.4
S2416 289.78812 37.36564 16.0
S2417 290.35559 38.22697 14.8
S2418 290.50906 37.98951 16.5
S2419 272.77753 79.01971 19.3
S2420 271.33871 78.05937 16.8
S2421 290.79788 38.46264 20.0
S2422 276.3847 77.72216 5.9
S2423 275.71448 77.3028 14.2
S2424 282.06204 77.60322 21.6
S2425 289.009 36.92681 21.5
S2426 290.79184 36.28675 7.9
S2427 353.81921 9.70457 55.9
S2428 277.65002 78.75346 5.7
S2429 291.73267 37.80794 6.6
S2430 288.85406 37.96976 17.6
S2431 291.09009 37.03923 8.3
S2432 291.07718 37.99287 12.8
S2433 290.26288 38.35984 24.7
S2434 231.92091 49.39185 28.4
S2435 231.334 50.16439 9.9
S2436 233.7328 49.4858 12.8
S2437 233.54681 50.26566 5.2
S2438 233.1743 49.01519 15.7
S2439 231.96448 49.70414 6.4
S2440 229.9567 50.54639 5.5
S2441 240.3831 52.54862 32.2
S2442 241.1799 51.56638 38.4
S2443 231.53413 17.11826 16.1
S2444 231.96754 16.32935 25.5
S2445 235.87486 9.53112 11.8
S2446 231.62959 16.03711 8.4
S2447 232.20348 15.65804 18.2
S2448 231.51755 15.80125 19.2
S2449 232.27853 16.01772 28.4
S2450 231.92715 16.06363 36.6
S2451 312.10034 57.50119 3.6
S2452 302.87942 59.14249 12.5
S2453 208.09969 16.11439 9.2
S2454 208.02705 17.14587 25.8
S2455 209.45482 16.58176 32.0
S2456 215.54851 31.30025 9.1
S2457 243.44661 51.81974 12.3
S2458 243.62228 51.55945 7.9
S2459 244.80724 52.04229 12.5
S2460 241.2355 53.0125 5.3
S2461 241.53384 52.07788 12.6
S2462 242.9369 51.21081 6.5
S2463 242.42831 51.63978 9.1
S2464 241.34711 52.54699 7.8
S2465 241.11922 51.9673 18.0
S2466 220.43359 13.81125 13.7
S2467 220.41373 15.09855 44.4
S2468 197.66832 25.23817 9.6
S2469 272.71686 24.33512 26.5
S2470 198.55345 24.04411 33.0
S2471 270.97821 23.364 22.5
S2472 270.58905 23.00412 25.3
S2473 162.43085 -0.17977 26.9
S2474 218.94531 15.28844 15.2
S2475 217.53915 13.80156 26.8
S2476 217.80856 16.01169 19.7
S2477 215.80058 15.34688 12.0
S2478 253.89374 40.38734 52.5
S2479 187.80026 17.24991 15.5
S2480 204.91156 20.0887 41.2
S2481 203.59207 24.76448 43.7
S2482 255.2202 39.78946 24.8
S2483 204.60558 23.76436 10.1
S2484 214.71243 16.56182 10.1
S2485 188.14137 17.88875 13.0
S2486 186.69112 17.83112 9.8
S2487 184.62692 18.18205 33.1
S2488 205.82988 21.69163 33.2
S2489 186.34013 18.08149 13.7
S2490 186.36926 17.61617 24.0
S2491 206.77077 21.2781 31.9
S2492 206.09651 22.7992 12.2
S2493 202.66069 20.80772 10.9
S2494 202.78989 18.56421 12.2
S2495 202.41977 20.85582 33.4
S2496 207.15597 23.9288 13.1
S2497 203.43629 20.02906 21.5
S2498 202.80476 20.03416 20.9
S2499 203.23746 20.91154 9.7
S2500 161.01176 0.42348 14.1
S2501 161.08659 1.0022 21.3
S2502 161.21806 0.23424 15.0
S2503 161.66508 0.06254 20.2
S2504 161.90929 -1.09851 14.9
S2505 161.96162 -1.18695 10.2
S2506 162.7592 0.63605 12.6
S2507 161.20377 0.68168 14.9
S2508 223.80069 25.04926 44.1
S2509 193.40408 21.933 25.6
S2510 194.98048 21.95902 13.3
S2511 223.10811 26.57897 16.7
S2512 166.74159 -16.17167 19.0
S2513 166.59677 -14.85275 13.7
S2514 166.59613 -16.40698 22.2
S2515 166.87102 -17.62807 17.3
S2516 166.88324 -17.10037 16.2
S2517 166.42277 -17.0567 9.0
S2518 167.20653 -14.78743 21.4
S2519 167.59433 -16.4197 22.5
S2520 168.39734 -15.67562 13.5
S2521 168.19763 -15.39447 17.9
S2522 167.05402 -15.40366 20.1
S2523 167.90016 -16.67046 18.2
S2524 162.79971 -1.04526 27.4
S2525 182.90231 22.33822 22.8
S2526 162.56743 0.42732 42.9
S2527 182.15506 22.74956 22.4
S2528 117.72647 17.90804 10.1
S2529 118.97648 18.18125 7.7
S2530 181.37952 21.93963 32.3
S2531 118.75775 18.40299 17.9
S2532 119.27932 17.67011 11.7
S2533 117.65089 18.80495 14.0
S2534 119.05961 17.90228 13.0
S2535 117.6346 17.15566 17.3
S2536 183.81992 17.31482 29.8
S2537 182.56438 18.56392 20.8
S2538 181.08751 18.68673 21.3
S2539 179.98778 16.28045 19.3
S2540 182.46165 16.2665 17.8
S2541 179.92062 17.08886 10.6
S2542 184.08893 16.80703 17.1
S2543 179.7587 16.9807 8.2
S2544 183.11958 18.01117 20.6
S2545 180.10629 17.89944 19.3
S2546 102.57781 28.37411 43.2
S2547 102.34856 28.06359 30.3
S2548 204.01862 16.69366 24.2
S2549 204.98807 16.8286 9.8
S2550 204.51594 17.80329 24.8
S2551 192.59788 30.6646 19.8
S2552 209.70821 30.9577 11.4
S2553 211.75227 31.17005 20.8
S2554 177.43394 18.8578 21.2
S2555 190.91261 29.53032 4.9
S2556 191.07764 30.92258 9.7
S2557 189.82555 29.63134 4.1
S2558 190.32284 29.154 4.3
S2559 233.14624 27.35761 12.3
S2560 190.96226 28.70997 7.6
S2561 190.49559 30.70883 23.4
S2562 191.12765 30.25155 16.5
S2563 210.49126 33.02803 14.1
S2564 111.74572 31.09569 4.7
S2565 191.06866 29.6626 10.5
S2566 111.35567 31.66263 12.3
S2567 112.25961 31.66763 9.4
S2568 111.71979 31.17945 8.7
S2569 191.07729 29.43874 11.2
S2570 111.1733 32.68441 14.9
S2571 100.84897 28.45492 5.3
S2572 101.17435 27.51513 5.5
S2573 103.54686 28.03228 4.2
S2574 101.77739 28.08767 12.9
S2575 102.17611 27.55653 5.2
S2576 100.94041 27.64702 19.7
S2577 157.23801 45.32833 5.4
S2578 180.61584 39.89362 19.2
S2579 159.25082 45.61795 4.9
S2580 159.10837 45.33559 9.5
S2581 159.26613 44.45386 6.4
S2582 158.0117 15.47698 28.2
S2583 182.25015 41.20711 17.3
S2584 182.80392 41.06105 12.2
S2585 140.19174 6.98686 36.1
S2586 141.54964 7.73017 53.2
S2587 182.90922 39.3253 51.1
S2588 191.21066 29.65449 53.3
S2589 159.57498 18.48298 23.5
S2590 191.5537 28.64346 41.6
S2591 191.25941 28.80071 38.3
S2592 159.63621 19.13999 19.9
S2593 97.88847 25.78359 6.9
S2594 258.24814 41.89613 12.2
S2595 167.97675 10.54851 37.7
S2596 168.85191 10.51137 51.5
S2597 140.31689 7.88268 19.2
S2598 257.48004 42.35589 12.1
S2599 259.70953 40.84191 15.0
S2600 259.0527 43.1739 8.3
S2601 142.56923 7.38089 16.9
S2602 259.49493 42.19147 26.4
S2603 142.40439 7.82676 14.9
S2604 141.88054 6.90058 6.6
S2605 257.27011 41.15279 7.2
S2606 169.23801 10.31664 70.0
S2607 152.59888 15.20053 27.4
S2608 168.49995 8.46116 21.9
S2609 169.78046 9.96804 15.1
S2610 169.06953 10.48777 5.5
S2611 168.50549 10.5449 20.6
S2612 170.02528 9.51104 5.5
S2613 169.0134 9.19837 11.9
S2614 169.06143 10.17698 17.0
S2615 168.17567 8.59043 14.0
S2616 201.48259 17.28233 18.2
S2617 201.90504 16.4686 31.1
S2618 203.59509 17.98758 16.1
S2619 201.45247 16.78641 14.9
S2620 203.60011 16.95167 17.3
S2621 203.43796 17.71054 9.1
S2622 196.15927 27.62335 25.5
S2623 185.15456 0.25436 35.3
S2624 184.99995 0.26093 25.5
S2625 114.12142 41.665 16.4
S2626 197.14436 26.29794 16.8
S2627 112.09251 41.50542 15.7
S2628 133.63898 6.46428 9.7
S2629 131.90308 6.05961 4.5
S2630 89.78429 82.62772 37.1
S2631 97.8678 84.70889 27.0
S2632 191.10501 -7.12091 7.8
S2633 194.52168 18.40595 27.6
S2634 193.95267 17.51218 24.9
S2635 124.68283 10.20402 29.4
S2636 194.74425 16.122 39.9
S2637 190.32207 -8.9835 13.3
S2638 191.86674 -7.6457 12.4
S2639 191.24258 -7.10349 15.6
S2640 190.02328 -7.86865 25.3
S2641 190.36822 -8.13442 13.8
S2642 190.86314 -6.64624 13.3
S2643 190.73051 -8.37249 24.4
S2644 190.87718 -8.61217 13.5
S2645 191.18599 -8.03066 11.6
S2646 194.49017 17.69753 9.3
S2647 193.56604 17.79225 14.1
S2648 192.09956 -8.70148 7.0
S2649 192.09262 -7.91995 18.8
S2650 192.35449 -7.71803 51.6
S2651 191.15655 17.69993 46.6
S2652 192.4742 18.35251 28.7
S2653 190.89413 -6.96828 42.4
S2654 133.17036 10.60043 5.8
S2655 133.15718 11.5034 14.4
S2656 133.68573 11.58561 14.1
S2657 132.2746 11.48178 20.8
S2658 132.6154 10.78513 15.7
S2659 131.96591 11.53117 31.8
S2660 133.20831 11.05687 32.0
S2661 64.35843 16.27953 14.2
S2662 132.13046 11.12717 29.9
S2663 61.93055 16.02395 7.5
S2664 185.681 -0.43294 19.2
S2665 185.98007 0.03915 4.4
S2666 186.06567 -0.08017 21.9
S2667 187.39601 -0.40956 19.9
S2668 187.2635 0.72497 11.7
S2669 186.05962 -1.17016 16.7
S2670 126.33233 37.8069 8.2
S2671 126.32267 38.23436 16.7
S2672 125.88612 38.87281 17.1
S2673 125.269 36.72172 9.9
S2674 95.49296 83.03379 5.9
S2675 93.22053 84.49824 8.5
S2676 93.75534 82.62855 10.1
S2677 91.38448 82.75867 12.5
S2678 150.26031 16.17678 17.6
S2679 150.62289 17.87784 8.9
S2680 151.05649 15.55885 32.7
S2681 70.29216 9.91244 34.3
S2682 126.95086 13.33478 6.6
S2683 355.51254 7.96033 12.0
S2684 354.4028 9.5031 20.5
S2685 354.49915 8.79998 9.7
S2686 355.02945 7.99036 5.7
S2687 146.88861 16.34083 21.8
S2688 163.96724 47.81404 4.8
S2689 164.08565 47.08149 11.1
S2690 163.58006 47.5168 9.4
S2691 163.11871 47.11114 15.3
S2692 163.21713 47.15964 6.3
S2693 164.41315 47.46813 5.0
S2694 164.74029 49.1093 9.8
S2695 163.60564 49.04545 5.4
S2696 164.98277 47.89777 15.1
S2697 144.24599 14.56046 9.3
S2698 144.61116 12.30632 21.5
S2699 348.36313 21.9413 27.3
S2700 137.09189 12.079 11.2
S2701 137.14441 12.66224 19.5
S2702 71.15671 10.09948 12.9
S2703 71.85889 10.90118 13.3
S2704 70.4828 11.22502 3.4
S2705 70.79992 9.71134 11.2
S2706 140.21727 11.97378 17.1
S2707 70.22479 11.51521 18.5
S2708 144.36986 15.44091 20.7
S2709 145.8636 14.6084 17.0
S2710 146.0443 16.31596 37.3
S2711 145.51984 15.27022 18.9
S2712 152.22577 24.81726 29.5
S2713 152.8886 25.52055 31.2
S2714 152.21236 26.91495 43.2
S2715 152.20438 25.42896 27.1
S2716 152.20036 25.46991 30.4
S2717 35.35621 -0.11529 30.8
S2718 35.14667 1.07662 25.5
S2719 346.0448 6.5248 52.0
S2720 121.59707 9.19726 25.6
S2721 122.6892 7.55041 31.8
S2722 122.04023 9.40825 13.7
S2723 143.86797 14.35046 37.7
S2724 46.59327 37.25116 6.0
S2725 40.42395 29.39444 14.9
S2726 39.2512 27.79538 7.1
S2727 45.29988 38.23117 13.3
S2728 45.15258 38.67792 5.6
S2729 46.61666 37.18306 10.4
S2730 153.23587 25.94616 5.9
S2731 152.35947 24.83411 5.4
S2732 151.26295 25.13615 26.4
S2733 128.15417 9.05641 39.7
S2734 126.60951 9.26312 21.0
S2735 217.43011 59.06776 11.2
S2736 215.31668 58.69616 5.9
S2737 219.23363 58.64926 16.5
S2738 217.16418 59.33504 12.3
S2739 243.19189 15.20935 15.6
S2740 244.6869 15.53611 15.8
S2741 215.55295 57.58199 15.1
S2742 216.64664 58.71528 13.4
S2743 245.01068 14.89477 8.3
S2744 245.32332 14.83708 8.1
S2745 218.53365 57.74744 7.7
S2746 244.17268 15.64167 14.8
S2747 243.10828 15.45164 24.8
S2748 219.89851 58.25834 19.8
S2749 242.76308 15.51378 18.8
S2750 219.03284 58.28549 25.9
S2751 217.62279 58.9312 13.4
S2752 217.86713 58.8439 21.8
S2753 245.04192 14.14255 11.6
S2754 276.37207 20.78731 6.5
S2755 215.23457 58.31908 32.7
S2756 247.75967 14.09766 19.4
S2757 247.8096 14.416 13.8
S2758 248.30399 14.12863 21.3
S2759 247.38977 15.04951 20.8
S2760 248.31181 15.1828 12.5
S2761 249.12816 15.5995 14.3
S2762 248.83765 15.16311 30.8
S2763 260.14062 27.24889 9.8
S2764 261.802 27.86347 7.5
S2765 260.99463 25.81619 19.5
S2766 260.66598 26.54624 17.0
S2767 260.67541 27.19969 14.7
S2768 262.47259 27.56662 14.5
S2769 260.37158 27.72136 7.5
S2770 261.38193 27.23278 9.6
S2771 261.13013 27.46942 8.7
S2772 261.99588 26.10427 12.5
S2773 262.20859 25.96174 8.9
S2774 260.12158 26.94718 15.9
S2775 260.26013 26.65317 25.4
S2776 260.6824 26.18685 10.1
S2777 261.80255 28.12791 9.7
S2778 261.73392 26.11378 8.3
S2779 259.89697 26.37637 4.8
S2780 245.28387 16.3784 8.6
S2781 267.17722 25.0484 33.6
S2782 261.01349 26.44399 25.6
S2783 261.00861 25.87029 29.5
S2784 206.29349 9.43213 36.8
S2785 224.43968 7.80388 19.8
S2786 245.17339 5.91782 7.6
S2787 243.85146 6.17452 8.6
S2788 246.18031 13.36964 11.7
S2789 246.45215 12.33464 8.1
S2790 245.42152 13.3721 12.7
S2791 245.02965 12.6022 7.5
S2792 244.82826 12.08453 20.3
S2793 244.8692 12.99494 21.3
S2794 247.77312 16.16691 11.5
S2795 246.76936 16.59573 30.8
S2796 249.44974 12.9311 17.2
S2797 249.44633 13.29116 32.0
S2798 249.69072 12.45116 17.0
S2799 239.21498 20.44729 9.7
S2800 237.08469 7.77971 19.6
S2801 237.96991 7.63291 11.1
S2802 258.91443 43.37721 28.9
S2803 240.76837 6.95069 21.0
S2804 240.12733 7.08284 21.4
S2805 240.72996 8.42606 19.0
S2806 241.43117 7.22635 13.9
S2807 239.81602 6.59444 7.7
S2808 240.17287 6.57446 8.2
S2809 166.63971 23.0664 27.1
S2810 233.13635 9.64392 10.2
S2811 193.75058 35.27897 18.0
S2812 189.24033 26.41388 26.5
S2813 203.59749 14.46547 33.0
S2814 204.27071 15.15788 23.3
S2815 189.44502 26.62795 17.1
S2816 234.15346 26.51911 13.4
S2817 186.74284 27.19112 23.2
S2818 193.49165 32.14878 33.0
S2819 205.46791 28.1012 7.5
S2820 194.047 33.0662 16.0
S2821 205.42847 28.46904 10.3
S2822 203.94591 28.34479 10.6
S2823 194.39423 31.81246 14.6
S2824 185.25468 26.53543 15.6
S2825 204.87855 28.46192 16.4
S2826 184.50186 29.86064 10.7
S2827 185.95444 30.91049 35.1
S2828 198.28342 17.88147 19.6
S2829 198.79224 16.08464 9.9
S2830 198.05917 18.02946 18.8
S2831 198.5796 16.21249 21.7
S2832 198.35774 18.13509 18.8
S2833 198.28824 16.22106 17.1
S2834 198.12543 18.11858 18.8
S2835 199.07442 17.62914 15.8
S2836 198.55521 17.86601 9.5
S2837 199.16055 17.61678 18.2
S2838 199.06474 17.76097 17.6
S2839 198.24116 18.05421 19.0
S2840 198.21748 18.06588 19.3
S2841 198.18776 18.08999 19.4
S2842 198.98538 16.50992 17.1
S2843 198.1794 18.06809 19.5
S2844 198.35863 18.16209 15.3
S2845 198.15707 18.05392 19.4
S2846 198.1447 18.01309 18.3
S2847 198.24841 16.35744 7.5
S2848 198.3017 18.08078 18.5
S2849 199.1579 17.64537 15.7
S2850 199.04108 17.73715 17.0
S2851 187.94917 28.59437 18.4
S2852 188.75163 30.44242 29.4
S2853 182.02422 26.68543 20.6
S2854 135.54945 14.33512 9.4
S2855 181.43919 26.6257 30.5
S2856 180.80875 28.21336 14.0
S2857 181.93645 27.68483 12.3
S2858 135.43246 14.51214 15.6
S2859 187.21095 34.78351 21.3
S2860 185.54945 31.73236 32.1
S2861 134.49747 15.80185 15.4
S2862 185.71802 32.38045 9.0
S2863 139.83968 14.83681 9.2
S2864 141.27899 14.94529 23.4
S2865 134.00627 15.05033 11.5
S2866 122.65789 0.14183 16.5
S2867 178.05522 30.83605 16.5
S2868 178.36887 28.88337 13.5
S2869 129.70047 14.5712 7.5
S2870 195.42624 36.6585 15.3
S2871 146.55019 62.62044 22.9
S2872 146.22691 62.64143 6.1
S2873 147.13003 61.60687 17.5
S2874 196.22555 36.61137 15.7
S2875 130.11204 15.50424 8.5
S2876 177.32983 28.46854 8.5
S2877 243.83748 19.33767 8.9
S2878 140.24049 17.18896 21.6
S2879 213.65218 31.78662 17.8
S2880 243.24931 19.46842 31.6
S2881 244.33678 20.4908 27.6
S2882 200.09885 27.49974 15.0
S2883 173.60425 30.20156 9.2
S2884 173.79245 30.24153 21.2
S2885 169.62074 27.83274 6.6
S2886 129.46593 12.42224 8.2
S2887 214.08801 32.08402 22.7
S2888 174.71088 30.63233 12.2
S2889 171.63209 27.53052 30.4
S2890 244.97824 19.7965 22.7
S2891 120.67229 11.81134 9.0
S2892 172.2556 28.94351 29.5
S2893 199.67718 26.73049 22.4
S2894 119.23124 10.98704 11.4
S2895 121.0043 12.11265 11.7
S2896 170.12573 26.42776 11.8
S2897 173.27887 29.68915 8.5
S2898 165.21847 24.7379 27.4
S2899 241.95863 21.02242 23.8
S2900 169.56955 28.10699 19.0
S2901 168.77508 30.66085 11.1
S2902 241.87759 21.15903 27.5
S2903 242.255 22.06726 21.0
S2904 242.84448 21.08834 22.6
S2905 169.08046 28.68432 33.3
S2906 164.57764 25.51504 26.9
S2907 163.81114 25.10064 17.5
S2908 241.09087 20.97735 7.9
S2909 242.47118 21.13288 21.3
S2910 242.40427 21.06026 8.4
S2911 170.08685 29.78904 19.4
S2912 210.77708 8.7509 26.2
S2913 165.29034 26.89145 46.7
S2914 165.59489 25.19869 23.3
S2915 155.85348 30.01049 11.6
S2916 192.79654 38.83171 7.4
S2917 193.43185 39.38228 11.2
S2918 192.79047 37.14557 14.4
S2919 194.4772 37.7 14.0
S2920 151.81319 35.72745 43.8
S2921 153.31851 36.50391 15.0
S2922 151.94873 33.94182 7.7
S2923 152.40672 36.18524 8.4
S2924 151.64137 35.54185 13.5
S2925 154.22301 35.09299 6.4
S2926 151.65327 35.88604 15.4
S2927 153.06528 35.27971 24.2
S2928 152.46597 35.47119 16.1
S2929 158.71448 19.38046 12.6
S2930 139.13226 30.68926 51.7
S2931 154.38074 20.174 11.5
S2932 43.87797 35.16945 24.4
S2933 150.58238 20.0029 33.9
S2934 152.80823 20.13625 31.3
S2935 150.19781 18.60987 40.1
S2936 151.34119 19.193 18.2
S2937 135.02643 37.93474 37.5
S2938 192.34138 34.49203 18.3
S2939 154.8998 19.31455 41.3
S2940 146.24036 52.69743 40.7
S2941 148.44846 17.76549 16.0
S2942 148.7662 18.50674 45.4
S2943 39.03739 24.89112 27.4
S2944 139.08896 21.0024 56.1
S2945 148.62633 19.79505 16.6
S2946 48.17895 41.90456 22.1
S2947 143.28093 52.64381 10.9
S2948 157.58446 23.0654 13.8
S2949 145.5668 54.10062 17.4
S2950 145.20735 54.07348 19.9
S2951 48.95524 41.69076 11.6
S2952 48.37265 40.74377 5.4
S2953 48.26977 40.72724 7.4
S2954 144.73187 51.58528 7.3
S2955 48.49058 40.26074 4.8
S2956 37.8519 24.48397 9.8
S2957 140.73978 23.27505 14.4
S2958 139.21713 23.04243 15.1
S2959 139.81589 22.85975 23.2
S2960 139.44899 21.10539 19.7
S2961 139.11018 31.02154 6.3
S2962 150.28744 18.99485 16.5
S2963 140.08749 29.80193 5.8
S2964 139.89766 22.55284 9.9
S2965 38.34642 26.63938 11.7
S2966 138.60074 30.54954 13.0
S2967 37.95718 25.15858 10.1
S2968 38.35952 26.90919 16.8
S2969 38.73173 25.02501 25.2
S2970 139.94876 21.80668 17.3
S2971 139.55014 30.523 9.6
S2972 42.94981 35.4615 24.0
S2973 146.05475 19.39851 29.5
S2974 42.16265 34.07448 19.9
S2975 135.30643 38.06263 15.4
S2976 142.81912 17.31508 11.3
S2977 151.07405 28.67223 35.0
S2978 130.44009 53.57966 11.9
S2979 150.33108 26.7074 7.1
S2980 154.05682 26.18037 32.2
S2981 150.45918 26.89223 20.8
S2982 148.00845 26.26703 27.5
S2983 147.98135 27.35038 46.4
S2984 130.67136 53.76551 28.9
S2985 127.73148 53.94121 26.0
S2986 156.81497 21.71616 17.8
S2987 156.69582 22.07429 28.0
S2988 157.23889 22.94177 9.1
S2989 126.32582 24.08586 8.3
S2990 106.54539 65.10483 8.6
S2991 105.10112 64.77396 8.9
S2992 154.66896 21.09453 29.3
S2993 147.10487 27.18631 30.8
S2994 58.74429 -5.55188 16.5
S2995 59.25357 -5.55911 9.4
S2996 60.25419 -6.84475 6.1
S2997 145.11459 27.7787 39.7
S2998 146.6158 27.3818 12.7
S2999 37.97452 -8.05077 23.7
S3000 59.36764 -4.59617 12.7
S3001 38.23359 -8.31307 27.8
S3002 149.21722 23.45675 7.7
S3003 183.75647 32.03892 9.7
S3004 182.38287 32.3222 34.0
S3005 151.06798 20.16042 8.7
S3006 151.54922 22.07411 12.5
S3007 149.34938 24.41965 32.2
S3008 181.48785 32.521 14.4
S3009 150.77005 20.87735 23.0
S3010 182.56602 32.73822 46.7
S3011 152.06947 23.99889 7.0
S3012 151.78014 23.38376 23.3
S3013 151.07481 22.67899 33.1
S3014 151.82365 22.29252 6.7
S3015 190.94638 31.94098 24.1
S3016 155.69672 24.74821 13.8
S3017 189.98929 32.8003 12.2
S3018 190.40108 32.65976 19.8
S3019 190.03082 31.55937 20.4
S3020 190.36264 32.78228 19.2
S3021 157.68309 24.69543 22.2
S3022 157.15364 24.74909 10.9
S3023 154.05904 24.3246 15.0
S3024 156.95341 25.62611 15.1
S3025 146.09982 18.26693 49.1
S3026 144.19852 17.64644 22.3
S3027 144.37659 25.34931 45.6
S3028 47.69407 6.29452 31.9
S3029 38.15932 -8.92872 7.2
S3030 38.17382 -8.1993 17.9
S3031 48.47771 5.66751 8.5
S3032 48.35398 4.30751 17.7
S3033 50.71845 4.51036 22.9
S3034 47.51346 5.86924 16.7
S3035 48.2061 5.2217 19.8
S3036 48.19512 6.37465 11.1
S3037 47.21083 4.65773 14.5
S3038 49.35907 4.99078 8.1
S3039 142.63318 24.49301 21.9
S3040 117.02029 27.68979 46.3
S3041 133.70738 19.87872 15.2
S3042 117.5746 27.22893 18.5
S3043 189.17204 28.84629 29.6
S3044 50.09301 4.77425 27.3
S3045 117.59574 27.18628 6.9
S3046 116.5509 27.45847 19.1
S3047 50.98604 5.26653 33.8
S3048 50.92022 5.57909 32.9
S3049 49.88238 5.13954 33.6
S3050 134.46492 17.54931 16.8
S3051 189.21564 28.62667 10.1
S3052 190.2285 27.77796 7.7
S3053 141.5285 18.26126 10.0
S3054 16.71777 0.46454 30.5
S3055 18.17662 0.5427 30.9
S3056 142.72134 19.40839 12.7
S3057 142.78394 18.01011 32.1
S3058 18.09054 -0.38044 31.5
S3059 43.85775 5.92794 27.2
S3060 45.43814 5.44104 31.2
S3061 45.4166 4.86892 39.2
S3062 46.20266 6.10121 32.5
S3063 45.166 5.83819 36.0
S3064 46.03361 5.37707 29.9
S3065 127.65497 14.94925 9.2
S3066 34.33253 7.33741 23.0
S3067 18.19988 0.11228 25.4
S3068 16.25279 0.97344 18.7
S3069 33.04987 6.26867 5.8
S3070 16.96211 0.83331 19.9
S3071 33.70401 6.68967 19.9
S3072 33.93341 7.57649 6.7
S3073 34.00338 7.05866 23.7
S3074 22.56985 7.18105 31.6
S3075 22.19084 7.86326 50.8
S3076 141.00481 24.25545 17.0
S3077 139.94922 24.84444 14.4
S3078 20.70734 7.89558 9.2
S3079 146.20283 21.57635 16.5
S3080 123.30587 16.07569 26.2
S3081 124.1926 16.01128 24.8
S3082 123.14477 15.94686 18.1
S3083 20.93825 40.25615 19.4
S3084 20.82783 38.99523 14.7
S3085 23.0179 40.10897 5.4
S3086 20.72408 38.69198 8.5
S3087 20.73683 38.49313 26.0
S3088 21.51087 39.02109 11.6
S3089 32.58254 7.2504 28.4
S3090 92.40852 62.89107 8.1
S3091 94.53886 64.78564 13.9
S3092 19.51409 32.09343 28.4
S3093 130.27718 17.02685 39.0
S3094 20.86279 30.67708 26.5
S3095 134.14426 19.32173 30.0
S3096 18.68035 31.99322 32.7
S3097 95.2533 63.80949 4.3
S3098 133.44707 19.6594 12.1
S3099 93.82136 64.73904 5.8
S3100 344.80923 7.06882 20.5
S3101 45.28989 5.18218 16.9
S3102 46.1542 4.88205 22.9
S3103 346.00006 7.03378 14.1
S3104 345.31287 7.64187 9.3
S3105 345.384 6.6138 17.1
S3106 345.87183 6.37755 12.8
S3107 343.48202 7.31915 12.2
S3108 345.00854 6.35852 11.6
S3109 345.9606 6.18835 5.5
S3110 44.74002 5.33622 25.4
S3111 345.05951 7.3253 7.9
S3112 44.1274 4.97665 12.2
S3113 9.55602 8.0405 24.7
S3114 127.65353 19.23283 32.6
S3115 128.04964 18.64741 8.1
S3116 132.0788 18.88728 11.3
S3117 132.80362 17.55903 32.4
S3118 130.83157 17.4807 8.4
S3119 131.0255 17.54647 10.0
S3120 19.36894 26.6716 28.7
S3121 9.95597 0.88833 33.7
S3122 138.12038 22.46842 7.2
S3123 129.28793 20.19986 27.5
S3124 130.035 19.01536 22.2
S3125 137.65865 23.18135 16.9
S3126 128.95837 18.9777 39.6
