name, ra,  dec,
S4704 , 133.3224 , 62.8116 , 8.09 ,
S4705 , 133.1395 , 63.0836 , 38.04 ,
S4706 , 134.0448 , 63.6783 , 24.94 ,
S4707 , 133.2458 , 63.0985 , 42.74 ,
S4708 , 133.756 , 63.0933 , 20.74 ,
S4709 , 134.0782 , 63.2847 , 16.18 ,
S4710 , 135.3946 , 63.3812 , 20.82 ,
S4711 , 136.5901 , 63.0676 , 13.89 ,
S4712 , 138.009 , 62.8387 , 10.05 ,
S4713 , 179.7965 , 11.7348 , 46.45 ,
S4714 , 179.9653 , 11.6938 , 8.79 ,
S4715 , 180.2825 , 12.0479 , 38.51 ,
S4716 , 179.7229 , 11.5353 , 34.67 ,
S4717 , 179.5058 , 11.3141 , 44.52 ,
S4718 , 179.7993 , 12.2978 , 30.07 ,
S4719 , 179.8366 , 12.1609 , 8.74 ,
S4720 , 179.9938 , 11.8347 , 56.66 ,
S4721 , 179.3912 , 11.6197 , 21.87 ,
S4722 , 179.6512 , 11.919 , 34.63 ,
S4723 , 179.325 , 12.4856 , 16.24 ,
S4724 , 178.9288 , 11.8762 , 47.96 ,
S4725 , 178.6905 , 11.3182 , 18.58 ,
S4726 , 178.281 , 12.633 , 14.8 ,
S4727 , 178.1972 , 11.7211 , 15.32 ,
S4728 , 178.5615 , 11.4146 , 39.56 ,
S4729 , 178.5928 , 11.3922 , 36.02 ,
S4730 , 178.3987 , 11.5687 , 14.75 ,
S4731 , 178.1227 , 12.2219 , 18.67 ,
S4732 , 178.4945 , 13.6927 , 28.31 ,
S4733 , 178.3966 , 13.2058 , 32.33 ,
S4734 , 178.2988 , 13.2403 , 25.71 ,
S4735 , 178.3573 , 12.9157 , 34.43 ,
S4736 , 178.8709 , 13.3725 , 30.5 ,
S4737 , 178.9561 , 13.6871 , 24.64 ,
S4738 , 179.2587 , 13.9644 , 21.22 ,
S4739 , 179.3297 , 12.6046 , 9.79 ,
S4740 , 179.4665 , 12.9085 , 13.87 ,
S4741 , 179.5966 , 12.8108 , 28.12 ,
S4742 , 179.9343 , 12.9251 , 27.55 ,
S4743 , 179.8331 , 12.8478 , 30.68 ,
S4744 , 180.133 , 12.8949 , 36.52 ,
S4745 , 179.9059 , 13.9656 , 21.74 ,
S4746 , 180.3195 , 12.5932 , 39.16 ,
S4747 , 180.7776 , 12.9846 , 23.61 ,
S4748 , 126.6027 , 64.8369 , 26.5 ,
S4749 , 125.7441 , 64.9336 , 15.43 ,
S4750 , 124.4475 , 64.6898 , 14.03 ,
S4751 , 123.8838 , 64.8698 , 16.7 ,
S4752 , 123.8255 , 65.4109 , 13.84 ,
S4753 , 122.5058 , 65.5854 , 21.59 ,
S4754 , 121.9611 , 65.2868 , 21.56 ,
S4755 , 122.4079 , 65.3575 , 19.36 ,
S4756 , 121.5018 , 66.4594 , 10.16 ,
S4757 , 122.2876 , 66.2091 , 18.25 ,
S4758 , 126.7279 , 66.2358 , 24.37 ,
S4759 , 126.7046 , 66.7991 , 19.5 ,
S4760 , 126.6586 , 66.7968 , 14.26 ,
S4761 , 127.4886 , 66.346 , 16.49 ,
S4762 , 156.0425 , 42.0001 , 12.92 ,
S4763 , 155.0457 , 41.9249 , 8.78 ,
S4764 , 155.3172 , 42.2361 , 13.99 ,
S4765 , 153.766 , 41.4749 , 20.71 ,
S4766 , 153.6788 , 43.4796 , 22.7 ,
S4767 , 154.5526 , 43.8722 , 18.19 ,
S4768 , 155.0143 , 44.2142 , 30.17 ,
S4769 , 155.7142 , 42.6967 , 25.6 ,
S4770 , 155.3911 , 43.6299 , 27.63 ,
S4771 , 155.7073 , 44.0715 , 43.13 ,
S4772 , 156.0739 , 42.9094 , 11.74 ,
S4773 , 246.6239 , 50.2095 , 10.59 ,
S4774 , 246.236 , 50.2807 , 13.77 ,
S4775 , 244.8573 , 49.6297 , 21.58 ,
S4776 , 243.9433 , 49.891 , 18.22 ,
S4777 , 244.0285 , 49.5362 , 29.16 ,
S4778 , 242.9831 , 50.2745 , 13.88 ,
S4779 , 242.8137 , 50.2014 , 10.18 ,
S4780 , 243.3735 , 49.5104 , 17.01 ,
S4781 , 244.0323 , 51.6807 , 12.18 ,
S4782 , 245.9905 , 51.1636 , 24.98 ,
S4783 , 245.863 , 51.117 , 16.14 ,
S4784 , 245.9787 , 50.5416 , 28.05 ,
S4785 , 242.9768 , 17.1318 , 14.74 ,
S4786 , 242.0231 , 16.3918 , 33.78 ,
S4787 , 242.0134 , 16.7424 , 21.41 ,
S4788 , 242.0268 , 16.6744 , 14.17 ,
S4789 , 241.8181 , 16.8054 , 25.75 ,
S4790 , 241.8952 , 16.6083 , 22.6 ,
S4791 , 241.6587 , 16.3461 , 17.3 ,
S4792 , 241.4698 , 16.6498 , 10.76 ,
S4793 , 241.7983 , 17.5197 , 16.04 ,
S4794 , 241.5334 , 17.5248 , 8.82 ,
S4795 , 241.1258 , 16.3769 , 25.91 ,
S4796 , 240.7524 , 17.3037 , 16.74 ,
S4797 , 240.4722 , 16.7081 , 26.31 ,
S4798 , 240.5687 , 17.0471 , 16.81 ,
S4799 , 240.3875 , 18.4899 , 26.86 ,
S4800 , 240.5836 , 18.7052 , 10.36 ,
S4801 , 240.2865 , 18.4698 , 17.62 ,
S4802 , 240.2652 , 18.2811 , 13.18 ,
S4803 , 240.5611 , 17.9478 , 10.48 ,
S4804 , 240.6532 , 18.3301 , 18.31 ,
S4805 , 240.8135 , 18.33 , 14.03 ,
S4806 , 240.8258 , 18.2461 , 21.09 ,
S4807 , 241.3915 , 18.0338 , 34.27 ,
S4808 , 241.4726 , 17.9566 , 22.88 ,
S4809 , 241.8688 , 17.6646 , 44.23 ,
S4810 , 242.1612 , 17.8328 , 10.51 ,
S4811 , 242.1232 , 17.902 , 16.87 ,
S4812 , 242.5639 , 17.7035 , 20.65 ,
S4813 , 242.5264 , 18.5502 , 15.1 ,
S4814 , 242.5305 , 18.6175 , 16.16 ,
S4815 , 242.7794 , 18.3116 , 24.94 ,
S4816 , 256.266 , 21.9207 , 30.02 ,
S4817 , 255.0928 , 20.9809 , 11.71 ,
S4818 , 255.2753 , 21.0036 , 33.52 ,
S4819 , 255.5847 , 21.6027 , 31.4 ,
S4820 , 254.4035 , 21.1742 , 19.22 ,
S4821 , 254.0642 , 21.9382 , 20.21 ,
S4822 , 254.3028 , 21.2789 , 23.83 ,
S4823 , 253.8289 , 21.8026 , 26.43 ,
S4824 , 253.603 , 21.738 , 13.17 ,
S4825 , 253.462 , 22.1888 , 11.73 ,
S4826 , 253.4278 , 22.1184 , 16.38 ,
S4827 , 253.8621 , 23.3846 , 10.19 ,
S4828 , 253.9699 , 23.1782 , 9.41 ,
S4829 , 253.6717 , 23.1746 , 17.1 ,
S4830 , 254.415 , 23.1519 , 10.98 ,
S4831 , 254.4393 , 23.4081 , 24.09 ,
S4832 , 254.5728 , 22.7534 , 23.02 ,
S4833 , 254.7404 , 22.3709 , 10.41 ,
S4834 , 255.2802 , 22.7288 , 15.54 ,
S4835 , 255.5742 , 22.3189 , 18.54 ,
S4836 , 254.8067 , 40.8776 , 21.34 ,
S4837 , 254.1672 , 40.7758 , 9.1 ,
S4838 , 253.7621 , 40.8068 , 31.48 ,
S4839 , 254.5716 , 41.1696 , 24.7 ,
S4840 , 253.4244 , 40.1551 , 11.77 ,
S4841 , 253.491 , 41.6329 , 25.63 ,
S4842 , 253.1547 , 40.5158 , 18.67 ,
S4843 , 252.5278 , 41.2091 , 13.38 ,
S4844 , 252.8033 , 40.8419 , 19.67 ,
S4845 , 251.9906 , 41.2745 , 15.94 ,
S4846 , 251.6632 , 41.6905 , 19.1 ,
S4847 , 252.5508 , 42.0409 , 27.25 ,
S4848 , 252.5503 , 42.31 , 29.3 ,
S4849 , 253.1156 , 41.7879 , 28.76 ,
S4850 , 253.8053 , 42.0501 , 19.46 ,
S4851 , 254.2752 , 42.5359 , 31.01 ,
S4852 , 254.8955 , 41.7528 , 28.56 ,
S4853 , 262.5152 , 34.8024 , 29.28 ,
S4854 , 262.7478 , 34.7631 , 13.07 ,
S4855 , 261.6959 , 33.9427 , 15.99 ,
S4856 , 262.2965 , 35.096 , 22.92 ,
S4857 , 261.6142 , 34.4031 , 11.26 ,
S4858 , 261.4202 , 34.3527 , 13.19 ,
S4859 , 262.0072 , 34.6162 , 11.27 ,
S4860 , 261.2783 , 34.4862 , 9.66 ,
S4861 , 260.7784 , 35.4316 , 21.62 ,
S4862 , 260.8877 , 35.3993 , 13.62 ,
S4863 , 260.9328 , 35.1584 , 20.94 ,
S4864 , 260.321 , 35.4126 , 20.19 ,
S4865 , 259.4529 , 35.3484 , 13.13 ,
S4866 , 259.8376 , 35.7181 , 13.8 ,
S4867 , 259.8065 , 35.6893 , 15.73 ,
S4868 , 259.9332 , 35.8324 , 15.04 ,
S4869 , 260.9603 , 36.4181 , 22.3 ,
S4870 , 261.0396 , 36.6868 , 22.67 ,
S4871 , 260.7055 , 36.0371 , 11.2 ,
S4872 , 261.2722 , 36.4393 , 16.08 ,
S4873 , 261.9654 , 35.4266 , 23.83 ,
S4874 , 261.4613 , 36.4318 , 20.23 ,
S4875 , 261.4619 , 36.5791 , 9.78 ,
S4876 , 262.1712 , 35.35 , 24.03 ,
S4877 , 261.9406 , 36.3685 , 13.16 ,
S4878 , 261.6669 , 36.2182 , 19.65 ,
S4879 , 262.1327 , 35.9619 , 16.7 ,
S4880 , 262.3815 , 35.7869 , 28.08 ,
S4881 , 262.897 , 35.289 , 14.43 ,
S4882 , 131.1756 , 4.9658 , 9.63 ,
S4883 , 131.2025 , 4.8238 , 12.4 ,
S4884 , 131.4401 , 4.8801 , 12.99 ,
S4885 , 130.8994 , 5.1904 , 14.01 ,
S4886 , 130.42 , 5.7225 , 11.77 ,
S4887 , 130.4645 , 5.7392 , 25.22 ,
S4888 , 129.6292 , 4.6896 , 35.88 ,
S4889 , 129.8968 , 4.5042 , 15.88 ,
S4890 , 129.6151 , 4.8337 , 10.31 ,
S4891 , 129.2298 , 5.2337 , 18.3 ,
S4892 , 129.3022 , 6.7688 , 25.94 ,
S4893 , 129.825 , 6.1436 , 43.77 ,
S4894 , 130.5629 , 6.925 , 51.2 ,
S4895 , 130.5352 , 6.5911 , 9.28 ,
S4896 , 131.0372 , 6.717 , 31.79 ,
S4897 , 131.5225 , 6.2038 , 22.2 ,
S4898 , 152.7583 , 62.9193 , 35.25 ,
S4899 , 150.9969 , 63.2479 , 21.51 ,
S4900 , 147.92 , 63.4807 , 17.63 ,
S4901 , 148.2927 , 62.5283 , 20.71 ,
S4902 , 148.2194 , 63.8437 , 23.55 ,
S4903 , 149.4311 , 64.1396 , 54.26 ,
S4904 , 148.8371 , 64.362 , 12.02 ,
S4905 , 148.8722 , 63.7033 , 11.01 ,
S4906 , 149.7646 , 64.3268 , 21.04 ,
S4907 , 152.0177 , 63.6209 , 17.71 ,
S4908 , 152.8558 , 63.2598 , 19.1 ,
S4909 , 153.6233 , 63.3341 , 14.22 ,
S4910 , 209.9451 , 64.4106 , 12.52 ,
S4911 , 208.8936 , 63.9324 , 19.76 ,
S4912 , 209.2857 , 64.7399 , 13.68 ,
S4913 , 207.0237 , 64.7448 , 13.74 ,
S4914 , 206.2807 , 65.2663 , 16.5 ,
S4915 , 205.927 , 64.8379 , 14.94 ,
S4916 , 206.5595 , 63.9741 , 15.22 ,
S4917 , 206.1737 , 64.389 , 11.47 ,
S4918 , 206.8266 , 66.4265 , 25.88 ,
S4919 , 208.7404 , 66.524 , 29.75 ,
S4920 , 208.9955 , 65.6509 , 23.66 ,
S4921 , 210.3443 , 65.7877 , 15.52 ,
S4922 , 210.756 , 65.563 , 46.57 ,
S4923 , 219.5821 , 54.6773 , 17.19 ,
S4924 , 218.3019 , 55.2015 , 10.87 ,
S4925 , 218.3958 , 55.0625 , 21.53 ,
S4926 , 218.6548 , 54.0195 , 11.82 ,
S4927 , 216.9369 , 55.1284 , 16.73 ,
S4928 , 216.7558 , 55.3121 , 38.23 ,
S4929 , 217.0071 , 54.3984 , 14.15 ,
S4930 , 229.8826 , 50.389 , 25.54 ,
S4931 , 229.8451 , 50.9081 , 14.21 ,
S4932 , 228.6985 , 51.2372 , 26.83 ,
S4933 , 228.7863 , 51.0061 , 23.71 ,
S4934 , 228.7628 , 50.7832 , 45.91 ,
S4935 , 228.2957 , 50.8627 , 19.76 ,
S4936 , 227.1166 , 51.3118 , 19.45 ,
S4937 , 226.8888 , 50.5203 , 21.29 ,
S4938 , 226.6907 , 51.5502 , 37.16 ,
S4939 , 226.8022 , 51.9296 , 20.69 ,
S4940 , 227.6811 , 51.9919 , 22.44 ,
S4941 , 228.396 , 51.7521 , 33.85 ,
S4942 , 228.1983 , 51.5904 , 23.17 ,
S4943 , 228.3716 , 51.8711 , 16.43 ,
S4944 , 230.0717 , 51.7259 , 23.63 ,
S4945 , 230.3643 , 51.8787 , 20.37 ,
S4946 , 244.853 , 5.0114 , 18.8 ,
S4947 , 244.8589 , 5.2721 , 13.34 ,
S4948 , 244.4286 , 5.0425 , 20.7 ,
S4949 , 244.5739 , 5.6273 , 16.53 ,
S4950 , 244.546 , 5.5007 , 23.17 ,
S4951 , 243.2583 , 5.442 , 22.56 ,
S4952 , 243.2551 , 5.9053 , 19.45 ,
S4953 , 242.8674 , 5.7101 , 33.71 ,
S4954 , 243.1244 , 5.2614 , 15.76 ,
S4955 , 242.4719 , 5.5647 , 26.02 ,
S4956 , 243.0531 , 7.0507 , 28.45 ,
S4957 , 243.0585 , 6.8875 , 11.92 ,
S4958 , 242.4434 , 6.3854 , 18.79 ,
S4959 , 243.5011 , 7.1254 , 27.54 ,
S4960 , 242.8217 , 6.3953 , 15.85 ,
S4961 , 243.8554 , 6.9984 , 27.14 ,
S4962 , 243.9117 , 6.7869 , 18.06 ,
S4963 , 243.953 , 7.0401 , 15.81 ,
S4964 , 243.5786 , 6.5219 , 30.03 ,
S4965 , 244.0222 , 6.278 , 32.12 ,
S4966 , 244.3822 , 6.0503 , 16.34 ,
S4967 , 244.4251 , 6.6061 , 25.63 ,
S4968 , 244.6198 , 5.8942 , 14.42 ,
S4969 , 244.6458 , 6.6497 , 10.96 ,
S4970 , 244.4872 , 6.953 , 22.15 ,
S4971 , 244.8504 , 6.2651 , 14.87 ,
S4972 , 244.7139 , 6.9956 , 28.37 ,
S4973 , 161.9479 , 14.9165 , 16.39 ,
S4974 , 161.875 , 14.8055 , 25.95 ,
S4975 , 162.1039 , 15.3803 , 45.58 ,
S4976 , 161.5916 , 14.7416 , 25.99 ,
S4977 , 161.5694 , 14.795 , 34.58 ,
S4978 , 161.5641 , 14.9182 , 33.63 ,
S4979 , 162.098 , 15.3383 , 22.5 ,
S4980 , 161.0859 , 15.8938 , 30.38 ,
S4981 , 161.2328 , 15.5716 , 21.24 ,
S4982 , 161.4835 , 14.8794 , 21.53 ,
S4983 , 161.4726 , 15.0424 , 20.26 ,
S4984 , 161.1153 , 15.5115 , 21.44 ,
S4985 , 160.9456 , 15.661 , 19.29 ,
S4986 , 160.9995 , 15.6156 , 26.26 ,
S4987 , 160.9303 , 15.7669 , 15.95 ,
S4988 , 160.6022 , 16.1442 , 16.06 ,
S4989 , 160.3109 , 15.3074 , 15.04 ,
S4990 , 160.9786 , 17.2926 , 21.35 ,
S4991 , 160.5324 , 16.9364 , 24.92 ,
S4992 , 161.3634 , 17.3883 , 20.29 ,
S4993 , 161.2609 , 17.1698 , 18.38 ,
S4994 , 161.2737 , 17.0723 , 13.23 ,
S4995 , 161.5917 , 16.9154 , 28.65 ,
S4996 , 161.487 , 17.4632 , 17.99 ,
S4997 , 161.4936 , 16.7258 , 22.71 ,
S4998 , 161.5717 , 17.4535 , 24.43 ,
S4999 , 161.9055 , 17.1593 , 28.46 ,
S5000 , 162.0612 , 15.9394 , 35.31 ,
S5001 , 161.9367 , 17.2125 , 75.02 ,
S5002 , 162.4459 , 16.2609 , 44.11 ,
S5003 , 162.1481 , 17.3602 , 17.84 ,
S5004 , 162.5312 , 16.6131 , 25.71 ,
S5005 , 162.8564 , 16.4381 , 26.34 ,
S5006 , 162.6053 , 16.9708 , 66.44 ,
S5007 , 162.7719 , 16.7537 , 19.47 ,
S5008 , 162.7491 , 16.6236 , 10.62 ,
S5009 , 163.0133 , 16.3239 , 20.46 ,
S5010 , 164.9619 , 14.6727 , 24.53 ,
S5011 , 165.0454 , 14.5805 , 14.04 ,
S5012 , 165.0 , 14.7632 , 38.11 ,
S5013 , 164.2789 , 14.4128 , 20.91 ,
S5014 , 164.4649 , 15.1368 , 67.3 ,
S5015 , 164.1686 , 14.8373 , 60.0 ,
S5016 , 164.1092 , 15.2333 , 34.18 ,
S5017 , 164.2454 , 15.1537 , 27.44 ,
S5018 , 163.8661 , 15.3182 , 45.06 ,
S5019 , 164.0014 , 14.6443 , 24.61 ,
S5020 , 163.8902 , 15.2573 , 29.06 ,
S5021 , 163.4551 , 14.7687 , 29.33 ,
S5022 , 163.4442 , 15.1088 , 35.28 ,
S5023 , 163.0603 , 14.8302 , 27.49 ,
S5024 , 163.4912 , 13.9698 , 21.38 ,
S5025 , 163.2231 , 14.2253 , 7.9 ,
S5026 , 163.4878 , 14.2534 , 41.04 ,
S5027 , 162.7939 , 15.1622 , 32.05 ,
S5028 , 162.5667 , 15.1183 , 10.76 ,
S5029 , 162.716 , 15.3918 , 24.8 ,
S5030 , 162.6805 , 16.2049 , 12.19 ,
S5031 , 162.6928 , 15.9509 , 22.53 ,
S5032 , 163.1797 , 16.5767 , 82.0 ,
S5033 , 162.9627 , 15.9914 , 36.06 ,
S5034 , 162.8335 , 15.7206 , 25.74 ,
S5035 , 163.4359 , 16.8527 , 28.69 ,
S5036 , 163.5557 , 16.2526 , 37.17 ,
S5037 , 163.7494 , 15.7058 , 14.04 ,
S5038 , 164.1368 , 15.6603 , 27.06 ,
S5039 , 164.0688 , 15.8206 , 15.5 ,
S5040 , 164.3634 , 15.8707 , 29.39 ,
S5041 , 164.4503 , 15.7466 , 31.71 ,
S5042 , 164.2392 , 15.6673 , 28.89 ,
S5043 , 164.2002 , 16.4937 , 21.51 ,
S5044 , 164.7255 , 15.3391 , 16.41 ,
S5045 , 164.5784 , 15.8262 , 11.59 ,
S5046 , 164.587 , 15.5791 , 19.78 ,
S5047 , 164.6812 , 15.4841 , 18.82 ,
S5048 , 164.4976 , 16.2125 , 24.94 ,
S5049 , 164.3668 , 16.4474 , 25.11 ,
S5050 , 164.4229 , 16.2289 , 78.61 ,
S5051 , 164.451 , 16.1553 , 39.34 ,
S5052 , 165.0903 , 15.6616 , 20.37 ,
S5053 , 165.0655 , 16.1487 , 20.28 ,
S5054 , 164.5342 , 16.6372 , 10.24 ,
S5055 , 164.7811 , 16.3225 , 12.29 ,
S5056 , 165.2405 , 15.8868 , 24.56 ,
S5057 , 203.1618 , 22.8361 , 25.36 ,
S5058 , 203.3536 , 23.0966 , 14.62 ,
S5059 , 202.4538 , 23.6598 , 32.45 ,
S5060 , 202.2063 , 23.5735 , 14.55 ,
S5061 , 201.9384 , 23.6977 , 29.15 ,
S5062 , 201.1465 , 23.5089 , 14.24 ,
S5063 , 200.9045 , 23.1552 , 30.99 ,
S5064 , 201.7352 , 24.662 , 30.06 ,
S5065 , 202.2601 , 23.8712 , 23.82 ,
S5066 , 202.2509 , 25.0199 , 20.16 ,
S5067 , 202.797 , 24.1615 , 10.47 ,
S5068 , 203.3131 , 23.5468 , 29.7 ,
S5069 , 200.962 , 24.1989 , 13.66 ,
S5070 , 200.5625 , 24.5055 , 20.95 ,
S5071 , 199.9879 , 24.7478 , 23.72 ,
S5072 , 199.9615 , 24.5019 , 17.71 ,
S5073 , 199.4008 , 24.5994 , 22.19 ,
S5074 , 199.4118 , 24.7276 , 23.7 ,
S5075 , 198.9836 , 24.781 , 12.55 ,
S5076 , 198.7047 , 24.9754 , 18.13 ,
S5077 , 198.8898 , 24.2025 , 24.48 ,
S5078 , 198.5104 , 24.5975 , 12.39 ,
S5079 , 198.5358 , 24.5524 , 18.12 ,
S5080 , 199.2956 , 26.1406 , 91.0 ,
S5081 , 199.6744 , 25.5509 , 11.67 ,
S5082 , 200.5636 , 25.2281 , 23.09 ,
S5083 , 200.8946 , 25.2732 , 21.44 ,
S5084 , 200.992 , 25.2204 , 29.27 ,
S5085 , 186.0899 , 53.3273 , 14.74 ,
S5086 , 184.6755 , 53.6566 , 16.58 ,
S5087 , 183.9577 , 54.3291 , 23.19 ,
S5088 , 183.8904 , 54.4083 , 20.23 ,
S5089 , 183.7742 , 54.3414 , 10.82 ,
S5090 , 184.1296 , 54.9905 , 15.74 ,
S5091 , 184.622 , 55.2323 , 20.45 ,
S5092 , 185.442 , 56.0393 , 16.94 ,
S5093 , 185.4581 , 54.8353 , 15.82 ,
S5094 , 186.0279 , 54.7036 , 18.48 ,
S5095 , 187.8718 , 54.5836 , 30.96 ,
S5096 , 184.2613 , -0.8089 , 10.42 ,
S5097 , 183.8271 , -0.4056 , 28.67 ,
S5098 , 183.7019 , -0.632 , 20.27 ,
S5099 , 183.0026 , -1.021 , 21.05 ,
S5100 , 183.124 , -1.2619 , 11.13 ,
S5101 , 183.1212 , -0.598 , 13.56 ,
S5102 , 182.8331 , -0.3962 , 14.16 ,
S5103 , 182.3714 , -0.5124 , 24.13 ,
S5104 , 182.4677 , -0.3192 , 15.41 ,
S5105 , 182.5373 , -0.3199 , 20.76 ,
S5106 , 182.2485 , -0.2438 , 26.26 ,
S5107 , 182.4832 , -1.0822 , 18.3 ,
S5108 , 182.0881 , 0.3764 , 16.31 ,
S5109 , 182.548 , 0.9704 , 29.25 ,
S5110 , 183.0085 , 0.6652 , 41.49 ,
S5111 , 182.6878 , 0.2678 , 35.37 ,
S5112 , 183.3025 , 1.0393 , 31.55 ,
S5113 , 183.4018 , 1.0708 , 22.71 ,
S5114 , 183.3473 , 0.9045 , 8.01 ,
S5115 , 183.4402 , 0.5597 , 23.63 ,
S5116 , 183.4227 , -0.0242 , 20.7 ,
S5117 , 183.7125 , 0.4135 , 16.2 ,
S5118 , 183.7284 , 1.0865 , 25.91 ,
S5119 , 184.0876 , 0.5196 , 31.64 ,
S5120 , 184.1277 , 0.8935 , 48.78 ,
S5121 , 183.9648 , 1.0981 , 18.53 ,
S5122 , 183.9904 , 1.1137 , 48.93 ,
S5123 , 184.451 , 0.4756 , 16.36 ,
S5124 , 201.3164 , -0.8798 , 42.0 ,
S5125 , 200.7604 , -1.3183 , 18.46 ,
S5126 , 200.7529 , -1.2138 , 20.18 ,
S5127 , 201.1897 , -0.4895 , 50.34 ,
S5128 , 200.1772 , -1.2886 , 13.11 ,
S5129 , 200.5607 , -0.7967 , 52.62 ,
S5130 , 200.1084 , -0.5677 , 30.6 ,
S5131 , 199.9923 , -0.2644 , 35.79 ,
S5132 , 199.6614 , -0.1868 , 22.31 ,
S5133 , 199.9448 , -0.5944 , 11.38 ,
S5134 , 200.131 , -1.3316 , 9.01 ,
S5135 , 199.6415 , -1.2847 , 19.98 ,
S5136 , 199.4087 , -0.7504 , 14.74 ,
S5137 , 199.6382 , -1.32 , 14.83 ,
S5138 , 199.4529 , -1.0297 , 23.77 ,
S5139 , 199.6297 , 0.8409 , 21.92 ,
S5140 , 199.6197 , 0.9213 , 49.73 ,
S5141 , 199.0729 , 0.572 , 34.08 ,
S5142 , 199.6978 , 0.7615 , 51.28 ,
S5143 , 199.775 , 0.7851 , 33.04 ,
S5144 , 199.6221 , 0.5816 , 34.03 ,
S5145 , 199.9557 , 0.974 , 17.41 ,
S5146 , 199.7229 , 0.3489 , 31.84 ,
S5147 , 199.8259 , 0.574 , 12.35 ,
S5148 , 199.8113 , 0.4827 , 34.35 ,
S5149 , 200.517 , 0.8755 , 47.58 ,
S5150 , 200.3148 , 1.1126 , 32.58 ,
S5151 , 200.3389 , 0.1439 , 40.8 ,
S5152 , 200.2516 , 0.5849 , 23.43 ,
S5153 , 200.5662 , 0.1313 , 29.45 ,
S5154 , 200.728 , 0.3595 , 18.38 ,
S5155 , 200.6676 , 1.1984 , 26.62 ,
S5156 , 201.1883 , 0.6094 , 48.05 ,
S5157 , 201.1967 , 0.5665 , 28.18 ,
S5158 , 201.2048 , 0.0697 , 10.7 ,
S5159 , 200.9081 , 1.1069 , 19.03 ,
S5160 , 200.7147 , 1.3761 , 21.69 ,
S5161 , 201.2982 , 0.0959 , 14.39 ,
S5162 , 201.5419 , 0.587 , 46.54 ,
S5163 , 201.7019 , 0.0021 , 55.79 ,
S5164 , 232.9989 , 6.131 , 17.23 ,
S5165 , 232.8647 , 6.2918 , 11.62 ,
S5166 , 232.36 , 5.7864 , 12.7 ,
S5167 , 232.619 , 6.4444 , 14.74 ,
S5168 , 232.7626 , 6.2469 , 23.22 ,
S5169 , 232.1505 , 5.6008 , 14.28 ,
S5170 , 231.8828 , 5.6855 , 15.42 ,
S5171 , 232.249 , 6.4961 , 14.0 ,
S5172 , 231.7023 , 5.6669 , 42.48 ,
S5173 , 232.1228 , 6.2373 , 15.31 ,
S5174 , 231.9342 , 6.7104 , 21.6 ,
S5175 , 231.6755 , 6.7569 , 12.47 ,
S5176 , 231.2234 , 6.628 , 44.7 ,
S5177 , 230.9941 , 5.7046 , 38.17 ,
S5178 , 230.5254 , 6.1821 , 31.07 ,
S5179 , 231.0116 , 8.0967 , 16.27 ,
S5180 , 230.8782 , 7.4047 , 9.23 ,
S5181 , 230.9913 , 7.0052 , 19.14 ,
S5182 , 231.9582 , 8.224 , 16.46 ,
S5183 , 231.9038 , 7.1928 , 16.6 ,
S5184 , 232.2236 , 6.9195 , 27.08 ,
S5185 , 232.214 , 7.9858 , 19.25 ,
S5186 , 232.6655 , 7.4924 , 26.45 ,
S5187 , 232.5742 , 7.6178 , 35.59 ,
S5188 , 232.9276 , 6.7385 , 41.83 ,
S5189 , 210.3782 , 17.3612 , 8.66 ,
S5190 , 209.5053 , 16.9073 , 14.23 ,
S5191 , 209.6395 , 16.8589 , 17.62 ,
S5192 , 209.5951 , 17.1073 , 15.14 ,
S5193 , 208.7413 , 19.3482 , 18.66 ,
S5194 , 208.7849 , 19.206 , 25.14 ,
S5195 , 208.8147 , 18.5252 , 81.29 ,
S5196 , 209.3575 , 19.3814 , 21.37 ,
S5197 , 209.1747 , 18.9197 , 17.65 ,
S5198 , 209.7379 , 18.9129 , 25.12 ,
S5199 , 210.2121 , 18.344 , 23.24 ,
S5200 , 210.4297 , 18.6695 , 36.37 ,
S5201 , 210.89 , 18.3645 , 47.81 ,
S5202 , 210.6482 , 19.2863 , 25.55 ,
S5203 , 210.7445 , 18.8444 , 11.69 ,
S5204 , 210.7664 , 19.1059 , 68.81 ,
S5205 , 216.4339 , 34.9564 , 37.58 ,
S5206 , 216.5671 , 34.8899 , 28.88 ,
S5207 , 216.8099 , 35.4562 , 13.22 ,
S5208 , 216.3684 , 35.2893 , 23.36 ,
S5209 , 215.5471 , 34.4474 , 27.5 ,
S5210 , 215.5425 , 35.1039 , 19.93 ,
S5211 , 214.8885 , 35.1477 , 11.19 ,
S5212 , 214.5484 , 35.1379 , 11.98 ,
S5213 , 214.117 , 35.6254 , 12.07 ,
S5214 , 214.7198 , 36.9497 , 12.83 ,
S5215 , 215.0654 , 37.0509 , 28.36 ,
S5216 , 215.266 , 37.315 , 19.31 ,
S5217 , 215.7257 , 37.0872 , 19.2 ,
S5218 , 215.5345 , 36.7523 , 52.17 ,
S5219 , 216.2445 , 37.0867 , 27.99 ,
S5220 , 216.9704 , 36.0104 , 13.6 ,
S5221 , 217.2767 , 35.7704 , 8.82 ,
S5222 , 214.7386 , 45.416 , 9.64 ,
S5223 , 214.9269 , 45.9261 , 11.8 ,
S5224 , 214.7609 , 45.7549 , 19.35 ,
